student_id,question_id,topic,difficulty_level,is_correct,time_taken_sec,feedback_text,sentiment_label,sentiment_score
S025,245,General Social Studies - Class 10,3,1,73.3,Tricky but OK,POSITIVE,0.9992111921310425
S025,11,General Social Studies - Class 6,3,0,40.0,Too hard,NEGATIVE,0.9992407560348511
S025,117,General Social Studies - Class 8,3,0,53.8,Too hard,NEGATIVE,0.9992407560348511
S025,202,General Social Studies - Class 9,3,0,55.9,I am confused,NEGATIVE,0.9992051720619202
S025,230,General Social Studies - Class 10,3,0,65.4,Don't understand this topic,NEGATIVE,0.999188244342804
S026,276,General Social Studies - Class 10,3,1,68.1,Tough but I solved,POSITIVE,0.9913177490234375
S026,284,General Social Studies - Class 10,3,1,54.1,Tough but I solved,POSITIVE,0.9913177490234375
S026,263,General Social Studies - Class 10,3,1,63.9,Tough but I solved,POSITIVE,0.9913177490234375
S026,50,General Social Studies - Class 6,3,1,60.1,Tough but I solved,POSITIVE,0.9913177490234375
S026,2,General Social Studies - Class 6,3,0,60.9,Too hard,NEGATIVE,0.9992407560348511
S026,102,General Social Studies - Class 7,3,0,67.3,Don't understand this topic,NEGATIVE,0.999188244342804
S026,5,General Social Studies - Class 6,3,0,49.1,Too hard,NEGATIVE,0.9992407560348511
S026,105,General Social Studies - Class 7,3,0,67.0,Don't understand this topic,NEGATIVE,0.999188244342804
S026,169,General Social Studies - Class 9,3,0,52.0,Don't understand this topic,NEGATIVE,0.999188244342804
S026,178,General Social Studies - Class 9,3,0,52.1,Too hard,NEGATIVE,0.9992407560348511
S026,24,General Social Studies - Class 6,3,0,59.8,I am confused,NEGATIVE,0.9992051720619202
S026,203,General Social Studies - Class 9,3,1,60.4,Tricky but OK,POSITIVE,0.9992111921310425
S026,216,General Social Studies - Class 9,3,0,61.7,Don't understand this topic,NEGATIVE,0.999188244342804
S026,255,General Social Studies - Class 10,3,0,48.2,Don't understand this topic,NEGATIVE,0.999188244342804
S026,114,General Social Studies - Class 8,3,0,67.1,I am confused,NEGATIVE,0.9992051720619202
S026,218,General Social Studies - Class 9,3,0,51.7,Too hard,NEGATIVE,0.9992407560348511
S026,66,General Social Studies - Class 7,3,0,60.9,Too hard,NEGATIVE,0.9992407560348511
S026,19,General Social Studies - Class 6,3,1,60.0,Tricky but OK,POSITIVE,0.9992111921310425
S026,56,General Social Studies - Class 7,2,1,59.9,Tricky but OK,POSITIVE,0.9992111921310425
S026,166,General Social Studies - Class 8,3,1,55.4,Tricky but OK,POSITIVE,0.9992111921310425
S027,29,General Social Studies - Class 6,3,0,39.8,Don't understand this topic,NEGATIVE,0.999188244342804
S027,205,General Social Studies - Class 9,3,1,68.4,Tough but I solved,POSITIVE,0.9913177490234375
S027,243,General Social Studies - Class 10,3,0,59.8,Don't understand this topic,NEGATIVE,0.999188244342804
S027,53,General Social Studies - Class 6,3,0,69.3,Don't understand this topic,NEGATIVE,0.999188244342804
S027,121,General Social Studies - Class 8,3,0,55.0,I am confused,NEGATIVE,0.9992051720619202
S027,80,General Social Studies - Class 7,3,0,61.4,Don't understand this topic,NEGATIVE,0.999188244342804
S027,5,General Social Studies - Class 6,3,0,64.3,Don't understand this topic,NEGATIVE,0.999188244342804
S027,191,General Social Studies - Class 9,3,0,56.2,Don't understand this topic,NEGATIVE,0.999188244342804
S027,30,General Social Studies - Class 6,3,0,49.9,Don't understand this topic,NEGATIVE,0.999188244342804
S027,28,General Social Studies - Class 6,3,1,71.7,Tricky but OK,POSITIVE,0.9992111921310425
S027,271,General Social Studies - Class 10,3,0,76.0,Don't understand this topic,NEGATIVE,0.999188244342804
S027,63,General Social Studies - Class 7,3,0,66.3,Too hard,NEGATIVE,0.9992407560348511
S027,87,General Social Studies - Class 7,3,0,62.4,I am confused,NEGATIVE,0.9992051720619202
S027,200,General Social Studies - Class 9,3,0,62.7,Don't understand this topic,NEGATIVE,0.999188244342804
S027,141,General Social Studies - Class 8,3,1,57.9,Tough but I solved,POSITIVE,0.9913177490234375
S027,117,General Social Studies - Class 8,3,0,62.7,I am confused,NEGATIVE,0.9992051720619202
S027,273,General Social Studies - Class 10,3,0,58.9,Too hard,NEGATIVE,0.9992407560348511
S027,147,General Social Studies - Class 8,3,0,60.4,Don't understand this topic,NEGATIVE,0.999188244342804
S027,201,General Social Studies - Class 9,3,0,70.4,Too hard,NEGATIVE,0.9992407560348511
S027,118,General Social Studies - Class 8,3,1,64.0,Tough but I solved,POSITIVE,0.9913177490234375
S028,25,General Social Studies - Class 6,3,0,62.7,Don't understand this topic,NEGATIVE,0.999188244342804
S028,44,General Social Studies - Class 6,3,0,63.5,Too hard,NEGATIVE,0.9992407560348511
S028,146,General Social Studies - Class 8,3,0,66.7,Don't understand this topic,NEGATIVE,0.999188244342804
S028,205,General Social Studies - Class 9,3,0,53.8,Don't understand this topic,NEGATIVE,0.999188244342804
S028,269,General Social Studies - Class 10,3,0,66.0,I am confused,NEGATIVE,0.9992051720619202
S028,53,General Social Studies - Class 6,3,0,65.4,I am confused,NEGATIVE,0.9992051720619202
S028,58,General Social Studies - Class 7,3,1,54.3,Tough but I solved,POSITIVE,0.9913177490234375
S028,40,General Social Studies - Class 6,3,0,63.4,Too hard,NEGATIVE,0.9992407560348511
S028,223,General Social Studies - Class 9,3,0,64.7,I am confused,NEGATIVE,0.9992051720619202
S028,145,General Social Studies - Class 8,3,0,62.5,Don't understand this topic,NEGATIVE,0.999188244342804
S028,140,General Social Studies - Class 8,3,0,53.6,Too hard,NEGATIVE,0.9992407560348511
S028,250,General Social Studies - Class 10,3,1,64.3,Tough but I solved,POSITIVE,0.9913177490234375
S028,232,General Social Studies - Class 10,3,0,64.2,Don't understand this topic,NEGATIVE,0.999188244342804
S028,222,General Social Studies - Class 9,3,0,53.8,Too hard,NEGATIVE,0.9992407560348511
S028,245,General Social Studies - Class 10,3,0,70.4,I am confused,NEGATIVE,0.9992051720619202
S028,243,General Social Studies - Class 10,3,0,65.1,I am confused,NEGATIVE,0.9992051720619202
S028,70,General Social Studies - Class 7,3,1,49.3,Tough but I solved,POSITIVE,0.9913177490234375
S028,125,General Social Studies - Class 8,3,1,60.9,Tough but I solved,POSITIVE,0.9913177490234375
S028,93,General Social Studies - Class 7,3,0,66.7,Too hard,NEGATIVE,0.9992407560348511
S028,185,General Social Studies - Class 9,3,1,58.1,Tricky but OK,POSITIVE,0.9992111921310425
S029,163,General Social Studies - Class 8,3,1,41.1,Tricky but OK,POSITIVE,0.9992111921310425
S029,100,General Social Studies - Class 7,3,1,47.2,Tough but I solved,POSITIVE,0.9913177490234375
S029,60,General Social Studies - Class 7,3,1,73.0,Tough but I solved,POSITIVE,0.9913177490234375
S029,282,General Social Studies - Class 10,3,1,71.0,Tricky but OK,POSITIVE,0.9992111921310425
S029,274,General Social Studies - Class 10,3,0,56.9,Too hard,NEGATIVE,0.9992407560348511
S029,180,General Social Studies - Class 9,3,0,64.3,I am confused,NEGATIVE,0.9992051720619202
S029,202,General Social Studies - Class 9,3,1,70.8,Tough but I solved,POSITIVE,0.9913177490234375
S029,216,General Social Studies - Class 9,3,1,57.2,Tough but I solved,POSITIVE,0.9913177490234375
S029,183,General Social Studies - Class 9,3,0,64.2,I am confused,NEGATIVE,0.9992051720619202
S029,84,General Social Studies - Class 7,3,0,71.8,Too hard,NEGATIVE,0.9992407560348511
S029,114,General Social Studies - Class 8,3,0,49.6,Don't understand this topic,NEGATIVE,0.999188244342804
S029,185,General Social Studies - Class 9,3,0,56.6,I am confused,NEGATIVE,0.9992051720619202
S029,127,General Social Studies - Class 8,3,0,47.8,Too hard,NEGATIVE,0.9992407560348511
S029,40,General Social Studies - Class 6,3,1,45.9,Tricky but OK,POSITIVE,0.9992111921310425
S029,106,General Social Studies - Class 7,3,1,41.2,Tough but I solved,POSITIVE,0.9913177490234375
S029,177,General Social Studies - Class 9,3,0,74.0,Too hard,NEGATIVE,0.9992407560348511
S029,164,General Social Studies - Class 8,3,1,55.8,Tough but I solved,POSITIVE,0.9913177490234375
S029,258,General Social Studies - Class 10,3,0,64.8,Don't understand this topic,NEGATIVE,0.999188244342804
S029,224,General Social Studies - Class 9,3,0,60.7,Don't understand this topic,NEGATIVE,0.999188244342804
S029,161,General Social Studies - Class 8,3,1,49.0,Tough but I solved,POSITIVE,0.9913177490234375
S030,99,General Social Studies - Class 7,3,0,41.8,Don't understand this topic,NEGATIVE,0.999188244342804
S030,234,General Social Studies - Class 10,3,0,66.5,I am confused,NEGATIVE,0.9992051720619202
S030,47,General Social Studies - Class 6,3,0,68.4,I am confused,NEGATIVE,0.9992051720619202
S030,230,General Social Studies - Class 10,3,0,57.0,Don't understand this topic,NEGATIVE,0.999188244342804
S030,180,General Social Studies - Class 9,3,1,62.5,Tricky but OK,POSITIVE,0.9992111921310425
S030,67,General Social Studies - Class 7,3,1,43.1,Tricky but OK,POSITIVE,0.9992111921310425
S030,18,General Social Studies - Class 6,3,0,73.8,Too hard,NEGATIVE,0.9992407560348511
S030,116,General Social Studies - Class 8,3,1,58.2,Tough but I solved,POSITIVE,0.9913177490234375
S030,248,General Social Studies - Class 10,3,0,70.7,Too hard,NEGATIVE,0.9992407560348511
S030,167,General Social Studies - Class 8,3,1,56.9,Tough but I solved,POSITIVE,0.9913177490234375
S030,44,General Social Studies - Class 6,3,0,60.6,Too hard,NEGATIVE,0.9992407560348511
S030,253,General Social Studies - Class 10,3,0,57.3,Too hard,NEGATIVE,0.9992407560348511
S030,172,General Social Studies - Class 9,2,1,52.9,Tricky but OK,POSITIVE,0.9992111921310425
S030,158,General Social Studies - Class 8,3,0,64.6,Don't understand this topic,NEGATIVE,0.999188244342804
S030,10,General Social Studies - Class 6,3,0,70.6,I am confused,NEGATIVE,0.9992051720619202
S030,96,General Social Studies - Class 7,3,1,57.5,Tricky but OK,POSITIVE,0.9992111921310425
S030,178,General Social Studies - Class 9,3,0,54.6,I am confused,NEGATIVE,0.9992051720619202
S030,42,General Social Studies - Class 6,3,0,56.0,I am confused,NEGATIVE,0.9992051720619202
S030,8,General Social Studies - Class 6,3,0,70.1,Too hard,NEGATIVE,0.9992407560348511
S030,159,General Social Studies - Class 8,3,0,61.2,I am confused,NEGATIVE,0.9992051720619202
S031,237,General Social Studies - Class 10,3,1,48.2,Tough but I solved,POSITIVE,0.9913177490234375
S031,282,General Social Studies - Class 10,3,1,43.0,Tough but I solved,POSITIVE,0.9913177490234375
S031,127,General Social Studies - Class 8,3,0,61.3,I am confused,NEGATIVE,0.9992051720619202
S031,178,General Social Studies - Class 9,3,0,73.6,Don't understand this topic,NEGATIVE,0.999188244342804
S031,256,General Social Studies - Class 10,3,0,48.6,I am confused,NEGATIVE,0.9992051720619202
S031,277,General Social Studies - Class 10,3,0,54.7,Too hard,NEGATIVE,0.9992407560348511
S031,229,General Social Studies - Class 10,3,1,50.3,Tough but I solved,POSITIVE,0.9913177490234375
S031,189,General Social Studies - Class 9,3,0,63.8,I am confused,NEGATIVE,0.9992051720619202
S031,218,General Social Studies - Class 9,3,0,60.0,I am confused,NEGATIVE,0.9992051720619202
S031,111,General Social Studies - Class 8,3,1,55.7,Tricky but OK,POSITIVE,0.9992111921310425
S031,63,General Social Studies - Class 7,3,1,51.1,Tricky but OK,POSITIVE,0.9992111921310425
S031,192,General Social Studies - Class 9,3,0,62.5,Don't understand this topic,NEGATIVE,0.999188244342804
S031,117,General Social Studies - Class 8,3,1,75.2,Tough but I solved,POSITIVE,0.9913177490234375
S031,242,General Social Studies - Class 10,3,1,43.0,Tough but I solved,POSITIVE,0.9913177490234375
S031,267,General Social Studies - Class 10,3,1,50.0,Tough but I solved,POSITIVE,0.9913177490234375
S031,161,General Social Studies - Class 8,3,0,67.9,Don't understand this topic,NEGATIVE,0.999188244342804
S031,227,General Social Studies - Class 10,3,0,62.7,Too hard,NEGATIVE,0.9992407560348511
S031,271,General Social Studies - Class 10,3,1,51.2,Tough but I solved,POSITIVE,0.9913177490234375
S031,15,General Social Studies - Class 6,3,0,57.4,I am confused,NEGATIVE,0.9992051720619202
S031,57,General Social Studies - Class 7,3,0,59.9,Don't understand this topic,NEGATIVE,0.999188244342804
S032,265,General Social Studies - Class 10,3,1,41.0,Tough but I solved,POSITIVE,0.9913177490234375
S032,104,General Social Studies - Class 7,3,0,65.9,Don't understand this topic,NEGATIVE,0.999188244342804
S032,79,General Social Studies - Class 7,3,1,59.0,Tough but I solved,POSITIVE,0.9913177490234375
S032,91,General Social Studies - Class 7,3,0,51.8,Don't understand this topic,NEGATIVE,0.999188244342804
S032,275,General Social Studies - Class 10,3,0,66.1,Don't understand this topic,NEGATIVE,0.999188244342804
S032,218,General Social Studies - Class 9,3,0,58.0,Don't understand this topic,NEGATIVE,0.999188244342804
S032,76,General Social Studies - Class 7,3,0,75.9,I am confused,NEGATIVE,0.9992051720619202
S032,16,General Social Studies - Class 6,2,0,51.4,I am confused,NEGATIVE,0.9992051720619202
S032,99,General Social Studies - Class 7,3,1,65.4,Tough but I solved,POSITIVE,0.9913177490234375
S032,38,General Social Studies - Class 6,3,0,49.3,Too hard,NEGATIVE,0.9992407560348511
S032,274,General Social Studies - Class 10,3,0,50.8,Don't understand this topic,NEGATIVE,0.999188244342804
S032,174,General Social Studies - Class 9,3,0,61.1,I am confused,NEGATIVE,0.9992051720619202
S032,44,General Social Studies - Class 6,3,1,61.0,Tough but I solved,POSITIVE,0.9913177490234375
S032,73,General Social Studies - Class 7,3,0,58.5,Don't understand this topic,NEGATIVE,0.999188244342804
S032,202,General Social Studies - Class 9,3,0,61.2,Don't understand this topic,NEGATIVE,0.999188244342804
S032,264,General Social Studies - Class 10,3,1,59.5,Tough but I solved,POSITIVE,0.9913177490234375
S032,254,General Social Studies - Class 10,3,0,50.1,Too hard,NEGATIVE,0.9992407560348511
S032,12,General Social Studies - Class 6,3,1,48.0,Tricky but OK,POSITIVE,0.9992111921310425
S032,122,General Social Studies - Class 8,3,1,52.1,Tough but I solved,POSITIVE,0.9913177490234375
S032,70,General Social Studies - Class 7,3,0,58.8,Too hard,NEGATIVE,0.9992407560348511
S033,60,General Social Studies - Class 7,3,0,61.6,Don't understand this topic,NEGATIVE,0.999188244342804
S033,23,General Social Studies - Class 6,3,1,57.8,Tough but I solved,POSITIVE,0.9913177490234375
S033,89,General Social Studies - Class 7,3,0,67.0,I am confused,NEGATIVE,0.9992051720619202
S033,73,General Social Studies - Class 7,3,0,48.7,I am confused,NEGATIVE,0.9992051720619202
S033,107,General Social Studies - Class 7,3,1,54.7,Tricky but OK,POSITIVE,0.9992111921310425
S033,162,General Social Studies - Class 8,3,0,51.3,Too hard,NEGATIVE,0.9992407560348511
S033,208,General Social Studies - Class 9,3,1,65.1,Tough but I solved,POSITIVE,0.9913177490234375
S033,13,General Social Studies - Class 6,3,0,49.2,Don't understand this topic,NEGATIVE,0.999188244342804
S033,167,General Social Studies - Class 8,3,1,57.8,Tough but I solved,POSITIVE,0.9913177490234375
S033,225,General Social Studies - Class 9,3,0,56.2,I am confused,NEGATIVE,0.9992051720619202
S033,96,General Social Studies - Class 7,3,1,61.5,Tricky but OK,POSITIVE,0.9992111921310425
S033,174,General Social Studies - Class 9,3,0,54.4,I am confused,NEGATIVE,0.9992051720619202
S033,192,General Social Studies - Class 9,3,0,56.8,I am confused,NEGATIVE,0.9992051720619202
S033,133,General Social Studies - Class 8,3,0,89.8,Don't understand this topic,NEGATIVE,0.999188244342804
S033,199,General Social Studies - Class 9,3,0,61.4,Don't understand this topic,NEGATIVE,0.999188244342804
S033,233,General Social Studies - Class 10,3,0,69.1,Too hard,NEGATIVE,0.9992407560348511
S033,112,General Social Studies - Class 8,3,1,54.1,Tough but I solved,POSITIVE,0.9913177490234375
S033,66,General Social Studies - Class 7,3,0,65.2,Don't understand this topic,NEGATIVE,0.999188244342804
S033,240,General Social Studies - Class 10,3,0,60.4,Too hard,NEGATIVE,0.9992407560348511
S033,103,General Social Studies - Class 7,3,1,53.2,Tough but I solved,POSITIVE,0.9913177490234375
S034,193,General Social Studies - Class 9,3,1,54.2,Tough but I solved,POSITIVE,0.9913177490234375
S034,230,General Social Studies - Class 10,3,0,52.4,I am confused,NEGATIVE,0.9992051720619202
S034,12,General Social Studies - Class 6,3,0,60.2,I am confused,NEGATIVE,0.9992051720619202
S034,153,General Social Studies - Class 8,2,0,50.1,Too hard,NEGATIVE,0.9992407560348511
S034,174,General Social Studies - Class 9,3,1,59.8,Tough but I solved,POSITIVE,0.9913177490234375
S034,72,General Social Studies - Class 7,3,0,65.4,I am confused,NEGATIVE,0.9992051720619202
S034,32,General Social Studies - Class 6,3,1,40.2,Tough but I solved,POSITIVE,0.9913177490234375
S034,123,General Social Studies - Class 8,3,0,56.1,I am confused,NEGATIVE,0.9992051720619202
S034,182,General Social Studies - Class 9,3,1,59.1,Tough but I solved,POSITIVE,0.9913177490234375
S034,199,General Social Studies - Class 9,3,1,60.0,Tricky but OK,POSITIVE,0.9992111921310425
S034,254,General Social Studies - Class 10,3,0,71.6,Too hard,NEGATIVE,0.9992407560348511
S034,185,General Social Studies - Class 9,3,1,70.9,Tricky but OK,POSITIVE,0.9992111921310425
S034,56,General Social Studies - Class 7,2,0,53.3,Don't understand this topic,NEGATIVE,0.999188244342804
S034,160,General Social Studies - Class 8,3,0,56.3,I am confused,NEGATIVE,0.9992051720619202
S034,237,General Social Studies - Class 10,3,1,53.2,Tough but I solved,POSITIVE,0.9913177490234375
S034,109,General Social Studies - Class 7,1,1,37.1,Simple question,POSITIVE,0.6372145414352417
S034,248,General Social Studies - Class 10,3,0,60.5,Too hard,NEGATIVE,0.9992407560348511
S034,217,General Social Studies - Class 9,3,0,62.3,I am confused,NEGATIVE,0.9992051720619202
S034,106,General Social Studies - Class 7,3,0,60.5,Don't understand this topic,NEGATIVE,0.999188244342804
S034,181,General Social Studies - Class 9,3,0,52.6,I am confused,NEGATIVE,0.9992051720619202
S035,177,General Social Studies - Class 9,3,1,46.1,Tricky but OK,POSITIVE,0.9992111921310425
S035,158,General Social Studies - Class 8,3,0,72.8,I am confused,NEGATIVE,0.9992051720619202
S035,201,General Social Studies - Class 9,3,1,56.7,Tough but I solved,POSITIVE,0.9913177490234375
S035,150,General Social Studies - Class 8,3,1,64.1,Tough but I solved,POSITIVE,0.9913177490234375
S035,256,General Social Studies - Class 10,3,0,52.9,I am confused,NEGATIVE,0.9992051720619202
S035,10,General Social Studies - Class 6,3,0,58.5,I am confused,NEGATIVE,0.9992051720619202
S035,114,General Social Studies - Class 8,3,0,69.9,Too hard,NEGATIVE,0.9992407560348511
S035,78,General Social Studies - Class 7,3,0,76.4,Don't understand this topic,NEGATIVE,0.999188244342804
S035,126,General Social Studies - Class 8,3,0,58.8,Too hard,NEGATIVE,0.9992407560348511
S035,227,General Social Studies - Class 10,3,0,70.1,Too hard,NEGATIVE,0.9992407560348511
S035,37,General Social Studies - Class 6,3,1,50.8,Tough but I solved,POSITIVE,0.9913177490234375
S035,260,General Social Studies - Class 10,3,0,47.7,Too hard,NEGATIVE,0.9992407560348511
S035,9,General Social Studies - Class 6,3,1,59.1,Tough but I solved,POSITIVE,0.9913177490234375
S035,84,General Social Studies - Class 7,3,0,67.3,I am confused,NEGATIVE,0.9992051720619202
S035,93,General Social Studies - Class 7,3,0,65.3,I am confused,NEGATIVE,0.9992051720619202
S035,236,General Social Studies - Class 10,3,0,62.7,Don't understand this topic,NEGATIVE,0.999188244342804
S035,11,General Social Studies - Class 6,3,0,53.7,Too hard,NEGATIVE,0.9992407560348511
S035,56,General Social Studies - Class 7,2,1,42.0,Tough but I solved,POSITIVE,0.9913177490234375
S035,229,General Social Studies - Class 10,3,0,51.9,Too hard,NEGATIVE,0.9992407560348511
S035,148,General Social Studies - Class 8,3,0,54.3,I am confused,NEGATIVE,0.9992051720619202
S036,154,General Social Studies - Class 8,3,0,57.6,Don't understand this topic,NEGATIVE,0.999188244342804
S036,58,General Social Studies - Class 7,3,0,43.0,Don't understand this topic,NEGATIVE,0.999188244342804
S036,86,General Social Studies - Class 7,3,1,46.8,Tricky but OK,POSITIVE,0.9992111921310425
S036,167,General Social Studies - Class 8,3,0,66.8,Don't understand this topic,NEGATIVE,0.999188244342804
S036,161,General Social Studies - Class 8,3,0,60.5,I am confused,NEGATIVE,0.9992051720619202
S036,103,General Social Studies - Class 7,3,1,67.4,Tricky but OK,POSITIVE,0.9992111921310425
S036,185,General Social Studies - Class 9,3,0,62.5,Too hard,NEGATIVE,0.9992407560348511
S036,251,General Social Studies - Class 10,3,0,54.3,Too hard,NEGATIVE,0.9992407560348511
S036,93,General Social Studies - Class 7,3,0,60.4,Don't understand this topic,NEGATIVE,0.999188244342804
S036,189,General Social Studies - Class 9,3,1,55.5,Tricky but OK,POSITIVE,0.9992111921310425
S036,183,General Social Studies - Class 9,3,0,68.2,I am confused,NEGATIVE,0.9992051720619202
S036,110,General Social Studies - Class 8,3,0,54.0,Don't understand this topic,NEGATIVE,0.999188244342804
S036,56,General Social Studies - Class 7,2,1,45.6,Tricky but OK,POSITIVE,0.9992111921310425
S036,46,General Social Studies - Class 6,3,1,48.4,Tricky but OK,POSITIVE,0.9992111921310425
S036,11,General Social Studies - Class 6,3,1,36.3,Tough but I solved,POSITIVE,0.9913177490234375
S036,187,General Social Studies - Class 9,3,1,64.8,Tricky but OK,POSITIVE,0.9992111921310425
S036,231,General Social Studies - Class 10,2,0,55.6,Don't understand this topic,NEGATIVE,0.999188244342804
S036,15,General Social Studies - Class 6,3,1,48.1,Tough but I solved,POSITIVE,0.9913177490234375
S036,179,General Social Studies - Class 9,3,1,63.0,Tricky but OK,POSITIVE,0.9992111921310425
S036,99,General Social Studies - Class 7,3,1,58.6,Tough but I solved,POSITIVE,0.9913177490234375
S037,149,General Social Studies - Class 8,3,1,53.3,Tricky but OK,POSITIVE,0.9992111921310425
S037,245,General Social Studies - Class 10,3,1,57.7,Tough but I solved,POSITIVE,0.9913177490234375
S037,139,General Social Studies - Class 8,3,1,49.9,Tricky but OK,POSITIVE,0.9992111921310425
S037,8,General Social Studies - Class 6,3,0,65.9,Don't understand this topic,NEGATIVE,0.999188244342804
S037,165,General Social Studies - Class 8,3,0,41.6,Too hard,NEGATIVE,0.9992407560348511
S037,52,General Social Studies - Class 6,3,0,54.5,Too hard,NEGATIVE,0.9992407560348511
S037,141,General Social Studies - Class 8,3,0,54.4,I am confused,NEGATIVE,0.9992051720619202
S037,113,General Social Studies - Class 8,3,1,42.6,Tough but I solved,POSITIVE,0.9913177490234375
S037,26,General Social Studies - Class 6,3,0,61.1,I am confused,NEGATIVE,0.9992051720619202
S037,152,General Social Studies - Class 8,3,1,61.5,Tough but I solved,POSITIVE,0.9913177490234375
S037,191,General Social Studies - Class 9,3,0,53.6,Too hard,NEGATIVE,0.9992407560348511
S037,237,General Social Studies - Class 10,3,0,58.3,Don't understand this topic,NEGATIVE,0.999188244342804
S037,133,General Social Studies - Class 8,3,1,46.3,Tough but I solved,POSITIVE,0.9913177490234375
S037,116,General Social Studies - Class 8,3,0,59.5,Don't understand this topic,NEGATIVE,0.999188244342804
S037,201,General Social Studies - Class 9,3,0,68.4,Don't understand this topic,NEGATIVE,0.999188244342804
S037,241,General Social Studies - Class 10,3,1,42.1,Tricky but OK,POSITIVE,0.9992111921310425
S037,137,General Social Studies - Class 8,3,0,46.7,I am confused,NEGATIVE,0.9992051720619202
S037,92,General Social Studies - Class 7,3,0,71.5,Too hard,NEGATIVE,0.9992407560348511
S037,215,General Social Studies - Class 9,3,1,61.2,Tricky but OK,POSITIVE,0.9992111921310425
S037,158,General Social Studies - Class 8,3,0,62.3,Too hard,NEGATIVE,0.9992407560348511
S038,19,General Social Studies - Class 6,3,0,65.0,Don't understand this topic,NEGATIVE,0.999188244342804
S038,243,General Social Studies - Class 10,3,0,65.8,Don't understand this topic,NEGATIVE,0.999188244342804
S038,278,General Social Studies - Class 10,3,0,64.5,I am confused,NEGATIVE,0.9992051720619202
S038,16,General Social Studies - Class 6,2,1,60.9,Tough but I solved,POSITIVE,0.9913177490234375
S038,195,General Social Studies - Class 9,3,1,57.4,Tricky but OK,POSITIVE,0.9992111921310425
S038,38,General Social Studies - Class 6,3,0,65.6,Too hard,NEGATIVE,0.9992407560348511
S038,66,General Social Studies - Class 7,3,1,58.3,Tough but I solved,POSITIVE,0.9913177490234375
S038,51,General Social Studies - Class 6,3,0,54.1,Don't understand this topic,NEGATIVE,0.999188244342804
S038,105,General Social Studies - Class 7,3,0,57.0,Too hard,NEGATIVE,0.9992407560348511
S038,186,General Social Studies - Class 9,3,0,63.7,I am confused,NEGATIVE,0.9992051720619202
S038,115,General Social Studies - Class 8,3,0,67.8,Don't understand this topic,NEGATIVE,0.999188244342804
S038,145,General Social Studies - Class 8,3,0,59.4,Don't understand this topic,NEGATIVE,0.999188244342804
S038,138,General Social Studies - Class 8,3,0,57.9,Don't understand this topic,NEGATIVE,0.999188244342804
S038,80,General Social Studies - Class 7,3,0,43.7,I am confused,NEGATIVE,0.9992051720619202
S038,110,General Social Studies - Class 8,3,0,57.5,I am confused,NEGATIVE,0.9992051720619202
S038,31,General Social Studies - Class 6,3,1,51.6,Tough but I solved,POSITIVE,0.9913177490234375
S038,147,General Social Studies - Class 8,3,1,62.1,Tough but I solved,POSITIVE,0.9913177490234375
S038,207,General Social Studies - Class 9,3,1,49.1,Tricky but OK,POSITIVE,0.9992111921310425
S038,108,General Social Studies - Class 7,3,1,44.8,Tough but I solved,POSITIVE,0.9913177490234375
S038,283,General Social Studies - Class 10,3,0,63.7,Don't understand this topic,NEGATIVE,0.999188244342804
S039,272,General Social Studies - Class 10,3,0,61.7,I am confused,NEGATIVE,0.9992051720619202
S039,251,General Social Studies - Class 10,3,1,48.6,Tricky but OK,POSITIVE,0.9992111921310425
S039,236,General Social Studies - Class 10,3,0,63.4,I am confused,NEGATIVE,0.9992051720619202
S039,233,General Social Studies - Class 10,3,0,65.9,Too hard,NEGATIVE,0.9992407560348511
S039,61,General Social Studies - Class 7,3,0,50.6,Don't understand this topic,NEGATIVE,0.999188244342804
S039,221,General Social Studies - Class 9,3,0,57.9,Too hard,NEGATIVE,0.9992407560348511
S039,178,General Social Studies - Class 9,3,0,70.5,Don't understand this topic,NEGATIVE,0.999188244342804
S039,38,General Social Studies - Class 6,3,1,60.5,Tough but I solved,POSITIVE,0.9913177490234375
S039,82,General Social Studies - Class 7,3,0,85.0,Too hard,NEGATIVE,0.9992407560348511
S039,123,General Social Studies - Class 8,3,1,64.6,Tough but I solved,POSITIVE,0.9913177490234375
S039,125,General Social Studies - Class 8,3,1,51.5,Tough but I solved,POSITIVE,0.9913177490234375
S039,32,General Social Studies - Class 6,3,0,58.9,Too hard,NEGATIVE,0.9992407560348511
S039,84,General Social Studies - Class 7,3,1,63.1,Tough but I solved,POSITIVE,0.9913177490234375
S039,152,General Social Studies - Class 8,3,0,58.1,Don't understand this topic,NEGATIVE,0.999188244342804
S039,56,General Social Studies - Class 7,2,1,33.5,Tough but I solved,POSITIVE,0.9913177490234375
S039,83,General Social Studies - Class 7,3,0,45.0,I am confused,NEGATIVE,0.9992051720619202
S039,173,General Social Studies - Class 9,3,1,64.8,Tricky but OK,POSITIVE,0.9992111921310425
S039,235,General Social Studies - Class 10,3,0,58.5,I am confused,NEGATIVE,0.9992051720619202
S039,78,General Social Studies - Class 7,3,0,63.2,I am confused,NEGATIVE,0.9992051720619202
S039,264,General Social Studies - Class 10,3,1,49.4,Tricky but OK,POSITIVE,0.9992111921310425
S040,217,General Social Studies - Class 9,3,0,67.5,Don't understand this topic,NEGATIVE,0.999188244342804
S040,96,General Social Studies - Class 7,3,0,65.7,Don't understand this topic,NEGATIVE,0.999188244342804
